timepoint,ROI,subject,BOLD signal
0.202020202020202,V1,4,2.486440902772171
0.202020202020202,V1,5,-1.534045409613436
0.202020202020202,V1,6,0.8569747012366642
0.202020202020202,V1,7,-1.0486720761051975
0.202020202020202,V1,8,2.4847716911258733
0.202020202020202,V1,9,-0.6736062503628137
0.202020202020202,V1,10,-0.3408231709340301
0.202020202020202,V1,11,2.9081598235809314
0.202020202020202,V1,12,2.9924692701059232
0.202020202020202,V1,13,-0.3249534824394728
0.202020202020202,V1,14,2.360439077032225
0.202020202020202,V1,15,0.6991996219937523
0.202020202020202,V1,16,1.4580046165553844
0.202020202020202,V1,17,1.9938098931363888
0.202020202020202,V1,18,1.2013633869358789
0.202020202020202,V1,19,0.5823762938358028
0.303030303030303,IPS,0,0.1743253364634878
0.303030303030303,IPS,1,-0.7534758123377703
0.303030303030303,IPS,2,-0.1244124395424392
0.303030303030303,IPS,3,0.4757009796247814
0.303030303030303,IPS,4,-1.2340999964342112
0.303030303030303,IPS,5,-0.4128171152751539
0.303030303030303,IPS,6,3.203626709151392
0.303030303030303,IPS,7,-0.2589386905076588
0.303030303030303,IPS,8,1.2079749282704988
0.303030303030303,IPS,9,2.488045234128481
0.303030303030303,IPS,10,2.2722505929112726
0.303030303030303,IPS,11,-0.6522399012814775
0.303030303030303,IPS,12,3.434313189422664
0.303030303030303,IPS,13,4.490806974060745
0.303030303030303,IPS,14,2.552231809575447
0.303030303030303,IPS,15,-1.0758053683474702
0.303030303030303,IPS,16,2.977878373253209
0.303030303030303,IPS,17,3.4323177642566454
0.303030303030303,IPS,18,0.9690009491805086
0.303030303030303,IPS,19,-1.2442794040391794
0.303030303030303,AG,0,1.0509640130697278
0.303030303030303,AG,1,0.9827510567009524
0.303030303030303,AG,2,2.819838765583678
0.303030303030303,AG,3,0.7397078351155639
0.303030303030303,AG,4,2.2056894449214366
0.303030303030303,AG,5,0.4147263375877329
0.303030303030303,AG,6,1.901853675946059
0.303030303030303,AG,7,0.9080797443627197
0.303030303030303,AG,8,-0.3524345551230541
0.303030303030303,AG,9,-1.6931637236349375
0.303030303030303,AG,10,-1.0818460199733917
0.303030303030303,AG,11,0.9383954195356276
0.303030303030303,AG,12,0.0882101559277821
0.303030303030303,AG,13,-1.0719576955188057
0.303030303030303,AG,14,1.4314119258193418
0.303030303030303,AG,15,0.5471780244583319
0.303030303030303,AG,16,2.724794727561592
0.303030303030303,AG,17,-0.4683829242789504
0.303030303030303,AG,18,0.9178039400596744
0.303030303030303,AG,19,1.394273964002971
0.303030303030303,V1,0,1.820193276682342
0.303030303030303,V1,1,0.2571910529416246
0.303030303030303,V1,2,1.946037641958454
0.303030303030303,V1,3,3.507976416354253
0.303030303030303,V1,4,2.486433731301468
0.303030303030303,V1,5,-1.5340525810841388
0.303030303030303,V1,6,0.8569675297659616
0.303030303030303,V1,7,-1.0486792475759006
0.303030303030303,V1,8,2.48476451965517
0.303030303030303,V1,9,-0.6736134218335166
0.303030303030303,V1,10,-0.3408303424047329
0.303030303030303,V1,11,2.9081526521102283
0.303030303030303,V1,12,2.99246209863522
0.303030303030303,V1,13,-0.3249606539101757
0.303030303030303,V1,14,2.3604319055615224
0.303030303030303,V1,15,0.6991924505230496
0.303030303030303,V1,16,1.4579974450846818
0.303030303030303,V1,17,1.9938027216656868
0.303030303030303,V1,18,1.201356215465176
0.303030303030303,V1,19,0.5823691223651001
0.404040404040404,IPS,0,-0.0315048801691056
0.404040404040404,IPS,1,-0.959306028970364
0.404040404040404,IPS,2,-0.3302426561750329
0.404040404040404,IPS,3,0.2698707629921879
0.404040404040404,IPS,4,-1.4399302130668048
0.404040404040404,IPS,5,-0.6186473319077477
0.404040404040404,IPS,6,2.9977964925187983
0.404040404040404,IPS,7,-0.4647689071402525
0.404040404040404,IPS,8,1.0021447116379052
0.404040404040404,IPS,9,2.2822150174958877
0.404040404040404,IPS,10,2.066420376278679
0.404040404040404,IPS,11,-0.8580701179140713
0.404040404040404,IPS,12,3.22848297279007
0.404040404040404,IPS,13,4.284976757428152
0.404040404040404,IPS,14,2.346401592942853
0.404040404040404,IPS,15,-1.281635584980064
0.404040404040404,IPS,16,2.7720481566206145
0.404040404040404,IPS,17,3.2264875476240515
0.404040404040404,IPS,18,0.7631707325479151
0.404040404040404,IPS,19,-1.4501096206717732
0.404040404040404,AG,0,1.0557824311137674
0.404040404040404,AG,1,0.987569474744992
0.404040404040404,AG,2,2.8246571836277177
0.404040404040404,AG,3,0.7445262531596036
0.404040404040404,AG,4,2.210507862965476
0.404040404040404,AG,5,0.4195447556317726
0.404040404040404,AG,6,1.9066720939900983
0.404040404040404,AG,7,0.9128981624067593
0.404040404040404,AG,8,-0.3476161370790144
0.404040404040404,AG,9,-1.688345305590898
0.404040404040404,AG,10,-1.077027601929352
0.404040404040404,AG,11,0.9432138375796671
0.404040404040404,AG,12,0.0930285739718219
0.404040404040404,AG,13,-1.067139277474766
0.404040404040404,AG,14,1.4362303438633817
0.404040404040404,AG,15,0.5519964425023717
0.404040404040404,AG,16,2.729613145605632
0.404040404040404,AG,17,-0.4635645062349107
0.404040404040404,AG,18,0.922622358103714
0.404040404040404,AG,19,1.399092382047011
0.404040404040404,V1,0,1.8201608788580896
0.404040404040404,V1,1,0.2571586551173724
0.404040404040404,V1,2,1.9460052441342015
0.404040404040404,V1,3,3.5079440185300017
0.404040404040404,V1,4,2.4864013334772155
0.404040404040404,V1,5,-1.534084978908391
0.404040404040404,V1,6,0.8569351319417093
0.404040404040404,V1,7,-1.0487116454001528
0.404040404040404,V1,8,2.484732121830918
0.404040404040404,V1,9,-0.6736458196577688
0.404040404040404,V1,10,-0.3408627402289851
0.404040404040404,V1,11,2.9081202542859765
0.404040404040404,V1,12,2.992429700810968
0.404040404040404,V1,13,-0.3249930517344279
0.404040404040404,V1,14,2.36039950773727
0.404040404040404,V1,15,0.6991600526987973
0.404040404040404,V1,16,1.4579650472604295
0.404040404040404,V1,17,1.9937703238414344
0.404040404040404,V1,18,1.2013238176409238
0.404040404040404,V1,19,0.5823367245408478
0.5050505050505051,IPS,0,-0.2562270035354819
0.5050505050505051,IPS,1,-1.18402815233674
0.5050505050505051,IPS,2,-0.554964779541409
0.5050505050505051,IPS,3,0.0451486396258116
0.5050505050505051,IPS,4,-1.664652336433181
0.5050505050505051,IPS,5,-0.8433694552741235
0.5050505050505051,IPS,6,2.773074369152422
0.5050505050505051,IPS,7,-0.6894910305066284
0.5050505050505051,IPS,8,0.7774225882715291
0.5050505050505051,IPS,9,2.057492894129511
0.5050505050505051,IPS,10,1.8416982529123027
0.5050505050505051,IPS,11,-1.0827922412804472
0.5050505050505051,IPS,12,3.0037608494236947
0.5050505050505051,IPS,13,4.060254634061775
0.5050505050505051,IPS,14,2.1216794695764776
0.5050505050505051,IPS,15,-1.50635770834644
0.5050505050505051,IPS,16,2.5473260332542385
0.5050505050505051,IPS,17,3.001765424257675
0.5050505050505051,IPS,18,0.5384486091815388
0.5050505050505051,IPS,19,-1.674831744038149
0.5050505050505051,AG,0,1.0647292179469234
0.5050505050505051,AG,1,0.996516261578148
0.5050505050505051,AG,2,2.833603970460874
0.5050505050505051,AG,3,0.7534730399927596
0.5050505050505051,AG,4,2.2194546497986325
0.5050505050505051,AG,5,0.4284915424649286
0.5050505050505051,AG,6,1.9156188808232544
0.5050505050505051,AG,7,0.9218449492399152
0.5050505050505051,AG,8,-0.3386693502458585
0.5050505050505051,AG,9,-1.6793985187577418
0.5050505050505051,AG,10,-1.068080815096196
0.5050505050505051,AG,11,0.9521606244128232
0.5050505050505051,AG,12,0.1019753608049779
0.5050505050505051,AG,13,-1.0581924906416098
0.5050505050505051,AG,14,1.4451771306965375
0.5050505050505051,AG,15,0.5609432293355276
0.5050505050505051,AG,16,2.738559932438788
0.5050505050505051,AG,17,-0.4546177194017547
0.5050505050505051,AG,18,0.93156914493687
0.5050505050505051,AG,19,1.4080391688801668
0.5050505050505051,V1,0,1.8200621168397304
0.5050505050505051,V1,1,0.2570598930990131
0.5050505050505051,V1,2,1.9459064821158425
0.5050505050505051,V1,3,3.507845256511642
0.5050505050505051,V1,4,2.4863025714588565
0.5050505050505051,V1,5,-1.5341837409267507
0.5050505050505051,V1,6,0.8568363699233499
0.5050505050505051,V1,7,-1.0488104074185125
0.5050505050505051,V1,8,2.4846333598125585
0.5050505050505051,V1,9,-0.673744581676128
0.5050505050505051,V1,10,-0.3409615022473444
0.5050505050505051,V1,11,2.908021492267617
0.5050505050505051,V1,12,2.992330938792609
0.5050505050505051,V1,13,-0.3250918137527872
0.5050505050505051,V1,14,2.360300745718911
0.5050505050505051,V1,15,0.6990612906804379
0.5050505050505051,V1,16,1.45786628524207
0.5050505050505051,V1,17,1.993671561823075
0.5050505050505051,V1,18,1.2012250556225643
0.5050505050505051,V1,19,0.5822379625224884
0.6060606060606061,IPS,0,-0.4883952973116157
0.6060606060606061,IPS,1,-1.4161964461128738
0.6060606060606061,IPS,2,-0.7871330733175428
0.6060606060606061,IPS,3,-0.1870196541503221
0.6060606060606061,IPS,4,-1.896820630209315
0.6060606060606061,IPS,5,-1.0755377490502571
0.6060606060606061,IPS,6,2.540906075376288
0.6060606060606061,IPS,7,-0.9216593242827622
0.6060606060606061,IPS,8,0.5452542944953953
0.6060606060606061,IPS,9,1.8253246003533772
0.6060606060606061,IPS,10,1.609529959136169
0.6060606060606061,IPS,11,-1.314960535056581
0.6060606060606061,IPS,12,2.771592555647561
0.6060606060606061,IPS,13,3.828086340285641
0.6060606060606061,IPS,14,1.889511175800344
0.6060606060606061,IPS,15,-1.7385260021225737
0.6060606060606061,IPS,16,2.3151577394781047
0.6060606060606061,IPS,17,2.769597130481541
0.6060606060606061,IPS,18,0.306280315405405
0.6060606060606061,IPS,19,-1.9070000378142828
0.6060606060606061,AG,0,1.0790341526005407
0.6060606060606061,AG,1,1.0108211962317657
0.6060606060606061,AG,2,2.8479089051144912
0.6060606060606061,AG,3,0.7677779746463769
0.6060606060606061,AG,4,2.2337595844522493
0.6060606060606061,AG,5,0.4427964771185458
0.6060606060606061,AG,6,1.929923815476872
0.6060606060606061,AG,7,0.9361498838935324
0.6060606060606061,AG,8,-0.3243644155922412
0.6060606060606061,AG,9,-1.6650935841041246
0.6060606060606061,AG,10,-1.0537758804425787
0.6060606060606061,AG,11,0.9664655590664404
0.6060606060606061,AG,12,0.1162802954585951
0.6060606060606061,AG,13,-1.0438875559879923
0.6060606060606061,AG,14,1.4594820653501548
0.6060606060606061,AG,15,0.5752481639891449
0.6060606060606061,AG,16,2.7528648670924047
0.6060606060606061,AG,17,-0.4403127847481375
0.6060606060606061,AG,18,0.9458740795904872
0.6060606060606061,AG,19,1.422344103533784
0.6060606060606061,V1,0,1.8198257670366669
0.6060606060606061,V1,1,0.2568235432959492
0.6060606060606061,V1,2,1.9456701323127783
0.6060606060606061,V1,3,3.507608906708578
0.6060606060606061,V1,4,2.486066221655792
0.6060606060606061,V1,5,-1.5344200907298144
0.6060606060606061,V1,6,0.8566000201202859
0.6060606060606061,V1,7,-1.0490467572215765
0.6060606060606061,V1,8,2.484397010009495
0.6060606060606061,V1,9,-0.673980931479192
0.6060606060606061,V1,10,-0.3411978520504083
0.6060606060606061,V1,11,2.9077851424645536
0.6060606060606061,V1,12,2.992094588989545
0.6060606060606061,V1,13,-0.3253281635558511
0.6060606060606061,V1,14,2.3600643959158467
0.6060606060606061,V1,15,0.6988249408773739
0.6060606060606061,V1,16,1.457629935439006
0.6060606060606061,V1,17,1.9934352120200112
0.6060606060606061,V1,18,1.2009887058195003
0.6060606060606061,V1,19,0.5820016127194244
0.7070707070707071,IPS,0,-0.7191573195744496
0.7070707070707071,IPS,1,-1.646958468375708
0.7070707070707071,IPS,2,-1.0178950955803765
0.7070707070707071,IPS,3,-0.4177816764131559
0.7070707070707071,IPS,4,-2.127582652472149
0.7070707070707071,IPS,5,-1.306299771313091
0.7070707070707071,IPS,6,2.3101440531134543
0.7070707070707071,IPS,7,-1.152421346545596
0.7070707070707071,IPS,8,0.3144922722325615
0.7070707070707071,IPS,9,1.5945625780905437
0.7070707070707071,IPS,10,1.3787679368733352
0.7070707070707071,IPS,11,-1.5457225573194149
0.7070707070707071,IPS,12,2.5408305333847263
0.7070707070707071,IPS,13,3.597324318022808
0.7070707070707071,IPS,14,1.6587491535375096
0.7070707070707071,IPS,15,-1.9692880243854076
0.7070707070707071,IPS,16,2.084395717215271
0.7070707070707071,IPS,17,2.5388351082187075
0.7070707070707071,IPS,18,0.0755182931425713
0.7070707070707071,IPS,19,-2.137762060077117
0.7070707070707071,AG,0,1.099721759555071
0.7070707070707071,AG,1,1.0315088031862958
0.7070707070707071,AG,2,2.8685965120690216
0.7070707070707071,AG,3,0.7884655816009072
0.7070707070707071,AG,4,2.25444719140678
0.7070707070707071,AG,5,0.4634840840730761
0.7070707070707071,AG,6,1.950611422431402
0.7070707070707071,AG,7,0.9568374908480628
0.7070707070707071,AG,8,-0.3036768086377109
0.7070707070707071,AG,9,-1.6444059771495945
0.7070707070707071,AG,10,-1.0330882734880489
0.7070707070707071,AG,11,0.9871531660209708
0.7070707070707071,AG,12,0.1369679024131254
0.7070707070707071,AG,13,-1.0231999490334625
0.7070707070707071,AG,14,1.480169672304685
0.7070707070707071,AG,15,0.5959357709436751
0.7070707070707071,AG,16,2.7735524740469346
0.7070707070707071,AG,17,-0.4196251777936072
0.7070707070707071,AG,18,0.9665616865450176
0.7070707070707071,AG,19,1.4430317104883144
0.7070707070707071,V1,0,1.8193454286783848
0.7070707070707071,V1,1,0.2563432049376676
0.7070707070707071,V1,2,1.945189793954497
0.7070707070707071,V1,3,3.5071285683502964
0.7070707070707071,V1,4,2.485585883297511
0.7070707070707071,V1,5,-1.5349004290880957
0.7070707070707071,V1,6,0.8561196817620045
0.7070707070707071,V1,7,-1.0495270955798577
0.7070707070707071,V1,8,2.483916671651213
0.7070707070707071,V1,9,-0.6744612698374736
0.7070707070707071,V1,10,-0.3416781904086899
0.7070707070707071,V1,11,2.907304804106272
0.7070707070707071,V1,12,2.9916142506312635
0.7070707070707071,V1,13,-0.3258085019141327
0.7070707070707071,V1,14,2.3595840575575657
0.7070707070707071,V1,15,0.6983446025190926
0.7070707070707071,V1,16,1.457149597080725
0.7070707070707071,V1,17,1.9929548736617295
0.7070707070707071,V1,18,1.2005083674612191
0.7070707070707071,V1,19,0.5815212743611431
0.8080808080808081,IPS,0,-0.9418066614634556
0.8080808080808081,IPS,1,-1.8696078102647136
0.8080808080808081,IPS,2,-1.2405444374693828
0.8080808080808081,IPS,3,-0.640431018302162
0.8080808080808081,IPS,4,-2.3502319943611547
0.8080808080808081,IPS,5,-1.5289491132020974
0.8080808080808081,IPS,6,2.087494711224448
0.8080808080808081,IPS,7,-1.3750706884346022
0.8080808080808081,IPS,8,0.0918429303435555
0.8080808080808081,IPS,9,1.3719132362015376
0.8080808080808081,IPS,10,1.1561185949843291
0.8080808080808081,IPS,11,-1.768371899208421
0.8080808080808081,IPS,12,2.31818119149572
0.8080808080808081,IPS,13,3.374674976133801
0.8080808080808081,IPS,14,1.4360998116485035
0.8080808080808081,IPS,15,-2.1919373662744137
0.8080808080808081,IPS,16,1.861746375326265
0.8080808080808081,IPS,17,2.316185766329702
0.8080808080808081,IPS,18,-0.1471310487464347
0.8080808080808081,IPS,19,-2.360411401966123
0.8080808080808081,AG,0,1.127557706750422
0.8080808080808081,AG,1,1.0593447503816469
0.8080808080808081,AG,2,2.8964324592643726
0.8080808080808081,AG,3,0.8163015287962583
0.8080808080808081,AG,4,2.2822831386021307
0.8080808080808081,AG,5,0.4913200312684274
0.8080808080808081,AG,6,1.9784473696267533
0.8080808080808081,AG,7,0.984673438043414
0.8080808080808081,AG,8,-0.2758408614423596
0.8080808080808081,AG,9,-1.6165700299542431
0.8080808080808081,AG,10,-1.0052523262926971
0.8080808080808081,AG,11,1.014989113216322
0.8080808080808081,AG,12,0.1648038496084766
0.8080808080808081,AG,13,-0.9953640018381114
0.8080808080808081,AG,14,1.5080056195000364
0.8080808080808081,AG,15,0.6237717181390263
0.8080808080808081,AG,16,2.8013884212422857
0.8080808080808081,AG,17,-0.3917892305982559
0.8080808080808081,AG,18,0.9943976337403688
0.8080808080808081,AG,19,1.4708676576836657
0.8080808080808081,V1,0,1.8184775611024997
0.8080808080808081,V1,1,0.2554753373617818
0.8080808080808081,V1,2,1.9443219263786111
0.8080808080808081,V1,3,3.5062607007744107
0.8080808080808081,V1,4,2.484718015721625
0.8080808080808081,V1,5,-1.5357682966639818
0.8080808080808081,V1,6,0.8552518141861186
0.8080808080808081,V1,7,-1.0503949631557434
0.8080808080808081,V1,8,2.483048804075328
0.8080808080808081,V1,9,-0.6753291374133594
0.8080808080808081,V1,10,-0.3425460579845757
0.8080808080808081,V1,11,2.906436936530386
0.8080808080808081,V1,12,2.9907463830553778
0.8080808080808081,V1,13,-0.3266763694900185
0.8080808080808081,V1,14,2.3587161899816795
0.8080808080808081,V1,15,0.6974767349432066
0.8080808080808081,V1,16,1.456281729504839
0.8080808080808081,V1,17,1.9920870060858435
0.8080808080808081,V1,18,1.199640499885333
0.8080808080808081,V1,19,0.5806534067852571
0.9090909090909092,IPS,0,-1.1514029366510206
0.9090909090909092,IPS,1,-2.079204085452279
0.9090909090909092,IPS,2,-1.4501407126569474
0.9090909090909092,IPS,3,-0.8500272934897268
0.9090909090909092,IPS,4,-2.55982826954872
0.9090909090909092,IPS,5,-1.738545388389662
0.9090909090909092,IPS,6,1.8778984360368836
0.9090909090909092,IPS,7,-1.5846669636221669
0.9090909090909092,IPS,8,-0.1177533448440093
0.9090909090909092,IPS,9,1.1623169610139727
0.9090909090909092,IPS,10,0.9465223197967644
0.9090909090909092,IPS,11,-1.9779681743959856
0.9090909090909092,IPS,12,2.108584916308156
0.9090909090909092,IPS,13,3.1650787009462364
0.9090909090909092,IPS,14,1.226503536460939
0.9090909090909092,IPS,15,-2.4015336414619783
0.9090909090909092,IPS,16,1.6521501001387002
0.9090909090909092,IPS,17,2.106589491142137
0.9090909090909092,IPS,18,-0.3567273239339996
0.9090909090909092,IPS,19,-2.5700076771536877
0.9090909090909092,AG,0,1.1630271947970552
0.9090909090909092,AG,1,1.09481423842828
0.9090909090909092,AG,2,2.931901947311005
0.9090909090909092,AG,3,0.8517710168428915
0.9090909090909092,AG,4,2.317752626648764
0.9090909090909092,AG,5,0.5267895193150605
0.9090909090909092,AG,6,2.013916857673386
0.9090909090909092,AG,7,1.0201429260900472
0.9090909090909092,AG,8,-0.2403713733957266
0.9090909090909092,AG,9,-1.58110054190761
0.9090909090909092,AG,10,-0.9697828382460644
0.9090909090909092,AG,11,1.050458601262955
0.9090909090909092,AG,12,0.2002733376551097
0.9090909090909092,AG,13,-0.9598945137914784
0.9090909090909092,AG,14,1.5434751075466693
0.9090909090909092,AG,15,0.6592412061856595
0.9090909090909092,AG,16,2.836857909288919
0.9090909090909092,AG,17,-0.3563197425516229
0.9090909090909092,AG,18,1.029867121787002
0.9090909090909092,AG,19,1.5063371457302988
0.9090909090909092,V1,0,1.8170425934341128
0.9090909090909092,V1,1,0.2540403696933954
0.9090909090909092,V1,2,1.9428869587102249
0.9090909090909092,V1,3,3.504825733106024
0.9090909090909092,V1,4,2.483283048053239
0.9090909090909092,V1,5,-1.537203264332368
0.9090909090909092,V1,6,0.8538168465177322
0.9090909090909092,V1,7,-1.0518299308241297
0.9090909090909092,V1,8,2.4816138364069413
0.9090909090909092,V1,9,-0.6767641050817458
0.9090909090909092,V1,10,-0.3439810256529621
0.9090909090909092,V1,11,2.905001968862
0.9090909090909092,V1,12,2.9893114153869917
0.9090909090909092,V1,13,-0.3281113371584049
0.9090909090909092,V1,14,2.357281222313293
0.9090909090909092,V1,15,0.6960417672748203
0.9090909090909092,V1,16,1.4548467618364525
0.9090909090909092,V1,17,1.9906520384174573
0.9090909090909092,V1,18,1.1982055322169467
0.9090909090909092,V1,19,0.5792184391168708
1.0101010101010102,IPS,0,-1.3444497236881456
1.0101010101010102,IPS,1,-2.2722508724894035
1.0101010101010102,IPS,2,-1.6431874996940723
1.0101010101010102,IPS,3,-1.0430740805268517
1.0101010101010102,IPS,4,-2.752875056585844
1.0101010101010102,IPS,5,-1.9315921754267875
1.0101010101010102,IPS,6,1.6848516489997585
1.0101010101010102,IPS,7,-1.7777137506592924
1.0101010101010102,IPS,8,-0.3108001318811343
1.0101010101010102,IPS,9,0.9692701739768478
1.0101010101010102,IPS,10,0.7534755327596393
1.0101010101010102,IPS,11,-2.171014961433112
1.0101010101010102,IPS,12,1.9155381292710305
1.0101010101010102,IPS,13,2.972031913909112
1.0101010101010102,IPS,14,1.0334567494238136
1.0101010101010102,IPS,15,-2.5945804284991034
1.0101010101010102,IPS,16,1.4591033131015752
1.0101010101010102,IPS,17,1.913542704105012
1.0101010101010102,IPS,18,-0.5497741109711246
1.0101010101010102,IPS,19,-2.763054464190813
